id,App Name,Size (MB),price,Review Count,user_rating,Category,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
429851711,Flashlight ！,14M,$0.00 ,35769,4.5,Utilities,37,1,1,1
429870273,DEATHSMILES,519M,$9.99 ,540,4.5,Games,43,0,2,1
429885089,QQ音乐HD,139M,$0.00 ,224,3.5,Music,24,5,3,1
430152294,Talking Pierre the Parrot for iPad,60M,$0.00 ,11665,4,Entertainment,24,5,13,1
430200224,Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser,35M,$4.99 ,20951,4,Utilities,26,5,10,1
430229059,Rota Calendar - Work Shift Manager,1M,$1.99 ,43,4.5,Productivity,37,0,1,1
430234732,Site Audit Pro,54M,$16.99 ,125,4,Productivity,37,5,1,1
430616332,It's Tyrannosaurus Rex - Smithsonian Institution,29M,$1.99 ,92,4.5,Book,37,4,1,1
430823968,FINAL FANTASY III for iPad,283M,$16.99 ,857,4,Games,24,5,8,1
430856616,True Red Eye Remover HD-Face Recovery,4M,$0.99 ,528,4,Photo & Video,40,0,1,1
430920838,Tikal,27M,$2.99 ,626,4.5,Games,47,5,1,1
431023686,美丽说-潮流穿搭快人一步,143M,$0.00 ,1026,4.5,Shopping,37,0,4,1
431033044,"Phone Drive - File Manager, Browser & Explorer",19M,$1.99 ,1403,4.5,Utilities,38,5,15,1
431065024,Fake Location,6M,$0.99 ,117,1,Social Networking,37,5,13,1
431229633,Summer Games 3D,99M,$0.99 ,193,3.5,Games,37,5,1,1
431493086,Classic Explain Everything™,123M,$7.99 ,896,4,Education,37,5,17,1
431865275,The JMU Bus App,4M,$2.99 ,35,3,Navigation,38,0,1,1
431946152,ROBLOX,115M,$0.00 ,183621,4.5,Games,37,5,1,1
432080204,Pocket Academy,192M,$4.99 ,616,4.5,Games,38,5,5,1
432274380,知乎,149M,$0.00 ,397,3,Social Networking,37,5,1,1
432278816,プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）,205M,$47.99 ,0,0,Reference,37,5,2,1
432455516,Round1 お得なクーポン毎週配信！,5M,$0.00 ,0,0,Sports,40,5,2,1
432504470,Ticket to Ride,345M,$2.99 ,4866,4.5,Games,40,5,3,1
432749907,Dice With Buddies: Fun New Social Dice Game,409M,$2.99 ,20355,4.5,Games,37,5,1,1
432771571,Money Origami - Learn How to Fold Money,15M,$1.99 ,6,3.5,Reference,37,5,2,1
432791399,"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",62M,$3.99 ,1855,4.5,Lifestyle,38,5,1,1
432849519,STREET FIGHTER IV VOLT,947M,$4.99 ,9741,4.5,Games,40,0,3,1
432850619,FL Studio Mobile,791M,$13.99 ,818,3.5,Music,37,5,1,1
433156786,Qzone HD,30M,$0.00 ,458,3.5,Social Networking,26,5,2,1
433398108,PicFrame,36M,$0.99 ,6374,4.5,Photo & Video,37,5,21,1
433508740,Bank of America - Mobile Banking for iPad,114M,$0.00 ,7569,3.5,Finance,24,5,1,1
433592592,Nyan Cat: Lost In Space,96M,$0.00 ,76392,4.5,Games,37,5,1,1
433596395,ZOOKEEPER　DX,28M,$0.99 ,274,3.5,Games,43,4,3,1
433620759,Fishing Kings Free+,610M,$0.00 ,35058,4.5,Games,40,5,12,1
433622275,"Werewolf ""Nightmare in Prison""",17M,$0.00 ,78,4.5,Games,37,0,2,1
433671262,"PhotoToaster - Photo Editor, Filters, Effects and Borders",58M,$2.99 ,4748,5,Photo & Video,37,5,1,1
433847884,Bike Baron,183M,$1.99 ,12162,4.5,Games,40,5,1,1
434209233,Moji Weather - Free Weather Forecast,86M,$0.00 ,2333,4.5,Weather,38,0,3,1
434374726,京东 HD,114M,$0.00 ,150,4,Shopping,24,4,1,1
434826169,Toca Robot Lab,64M,$2.99 ,1006,4,Education,40,5,1,1
434832826,Viator Tours & Activities,79M,$0.00 ,1839,4.5,Travel,37,5,1,1
434893913,Lookout: Security and Identity Theft Protection,65M,$0.00 ,2661,4,Utilities,37,1,8,1
435138734,PBS KIDS Video,57M,$0.00 ,8651,3.5,Education,37,5,1,1
435476174,LetterSchool - learn to write letters and numbers,47M,$4.99 ,460,4.5,Education,40,5,1,1
435693872,Kurumaki Calendar -month scroll calendar-,7M,$1.99 ,34,5,Productivity,37,0,31,1
435728260,Building Parallel Circuits,31M,$0.99 ,32,3.5,Education,26,3,1,1
435871950,HappyCow Vegan / Vegetarian Restaurant Guide,35M,$3.99 ,863,4.5,Travel,37,3,11,1
435883126,Building Serial Circuits,21M,$0.99 ,23,4,Education,26,3,1,1
435913585,Superimpose,25M,$1.99 ,2965,4.5,Photo & Video,37,5,8,1
436114747,ComicBook!,92M,$0.99 ,3702,4.5,Photo & Video,37,4,1,1
436134867,Jelly Defense,299M,$2.99 ,5058,4.5,Games,38,5,1,1
436180275,Learn to Speak Italian Fast With MosaLingua,43M,$4.99 ,0,0,Education,38,5,5,1
436491861,Domino's Pizza USA,105M,$0.00 ,258624,5,Food & Drink,37,5,2,1
436555490,Junk Jack Retro,33M,$2.99 ,8632,4.5,Games,38,5,1,1
436577167,FiLMiC Pro,125M,$14.99 ,1478,3,Photo & Video,37,5,1,1
436672029,AliExpress Shopping App,133M,$0.00 ,10647,4,Shopping,37,0,18,1
436957087,搜狐新闻—新闻热点资讯掌上阅读软件,136M,$0.00 ,383,4.5,News,38,0,1,1
437025413,ZDFmediathek,67M,$0.00 ,320,3.5,Entertainment,37,5,1,1
437314677,Digital Domain,13M,$0.00 ,102,2,Photo & Video,37,4,9,1
437818260,SayHi Translate,26M,$0.00 ,8623,4.5,Business,37,4,35,1
438314348,Tank Hero,16M,$0.99 ,14361,4.5,Games,43,0,1,0
438426078,聚力视频-蓝光电视剧电影在线热播,99M,$0.00 ,1670,4.5,Entertainment,38,0,1,1
438475005,TextGrabber – image to text: OCR & translate photo,134M,$4.99 ,1153,4,Productivity,37,5,11,1
438865278,淘宝HD－Taobao for iPad,119M,$0.00 ,1103,3.5,Shopping,24,5,2,1
439176506,Timenote,4M,$0.99 ,11,4.5,Business,43,0,2,1
439438619,Snapseed,141M,$0.00 ,8683,4,Photo & Video,37,3,34,1
439495358,北京浮生记,1M,$0.99 ,44,4.5,Games,43,0,2,1
439628153,My PlayHome,225M,$3.99 ,3523,4.5,Entertainment,43,5,18,1
439638720,腾讯手机管家-拦截骚扰电话的QQ安全助手,60M,$0.00 ,527,4,Utilities,37,0,1,1
439852091,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,84M,$4.99 ,10368,5,Health & Fitness,37,5,31,1
439873467,Magic Jigsaw Puzzles,235M,$0.00 ,187666,4.5,Games,37,5,10,1
440045374,DragonVale,153M,$0.00 ,503230,4.5,Games,37,5,10,1
440141669,SHADOWGUN,517M,$4.99 ,4513,4,Games,43,5,1,1
440488550,PlayerXtreme Media Player PRO - Movies & streaming,99M,$4.99 ,125,3.5,Utilities,37,5,2,1
440677948,Lieferheld - Delicious food delivery service,46M,$0.00 ,29,4.5,Food & Drink,38,0,2,1
440948110,Kwai - Share your video moments,91M,$0.00 ,668,4.5,Photo & Video,38,0,11,1
441179131,ibis Paint - speed painting,31M,$4.99 ,112,4.5,Entertainment,37,5,19,1
441216572,360手机卫士-超安全的来电防骚扰助手,103M,$0.00 ,944,4,Utilities,37,0,2,1
441457218,"Photo Lab: Picture Editor, effects & fun face app",102M,$0.00 ,34585,4.5,Photo & Video,37,5,10,1
441599491,ConjuVerb - Spanish Verb Conjugation Helper,49M,$0.99 ,406,4.5,Education,40,5,1,1
442012681,Skype for iPad,129M,$0.00 ,60163,4,Social Networking,24,5,32,1
442378070,Book Creator for iPad,86M,$4.99 ,415,4,Education,24,5,11,1
442522082,Modern Combat 3: Fallen Nation,1978M,$6.99 ,23766,4.5,Games,43,5,12,1
442705759,Toca Store,69M,$2.99 ,1595,4,Education,40,5,18,1
442839435,NBC – Watch Now and Stream Full TV Episodes,135M,$0.00 ,55950,4,Entertainment,37,5,1,1
443321291,CCW – Concealed Carry 50 State Guide,22M,$1.99 ,644,5,Reference,40,5,1,1
443324720,TOEIC®テスト文法640問1,10M,$2.99 ,0,0,Education,37,5,1,1
443354861,"Camera360 - Selfie Filter Camera, Photo Editor",161M,$0.00 ,16729,4.5,Photo & Video,37,0,12,1
443369807,Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,72M,$0.00 ,32499,4.5,Productivity,37,5,11,1
443637419,Racing Penguin Free - Top Flying and Diving Game,79M,$0.00 ,141224,4.5,Games,38,5,1,1
443646748,"Fitness Buddy+ Gym Workout Exercise, Home Trainer",224M,$2.99 ,10386,4.5,Health & Fitness,37,0,31,1
443904275,LINE,212M,$0.00 ,11437,3.5,Social Networking,37,5,17,1
443926246,驴妈妈旅游-订景点门票机票火车票特价酒店,145M,$0.00 ,30,5,Travel,37,5,1,1
443932954,Calculator for iPad Free.,48M,$0.00 ,4021,4.5,Utilities,40,4,32,1
444062672,NOAA Hurricane Center HD,8M,$1.99 ,43,3.5,Weather,26,5,1,1
444553118,Jesus Calling Devotional by Sarah Young,125M,$9.99 ,1685,2.5,Book,38,5,1,1
444553167,ADP Mobile Solutions,53M,$0.00 ,8324,4,Business,37,5,24,1
444745181,Daily Audio Bible App,13M,$0.99 ,796,5,Lifestyle,37,3,5,1
444844790,Scribblenauts Remix,209M,$0.99 ,86127,4.5,Games,40,5,2,1
444934666,QQ,218M,$0.00 ,9109,3,Social Networking,37,0,1,1
444947784,Talking Tom & Ben News for iPad,55M,$0.00 ,20988,4,Entertainment,24,5,13,1
445300213,Calc for Loan,0M,$3.99 ,0,0,Finance,40,5,2,1
445338486,LOVOO - Dating Chat,85M,$0.00 ,1985,4.5,Social Networking,37,5,15,1
445375097,爱奇艺PPS -《欢乐颂2》电视剧热播,224M,$0.00 ,14844,4,Entertainment,38,5,3,1
445573854,当当-正品秒杀，首单立减5元,130M,$0.00 ,65,3,Shopping,38,0,1,1
445791750,Phoenix HD,92M,$0.00 ,13106,4.5,Games,37,5,14,1
445850671,Zaim,118M,$0.00 ,44,4,Finance,37,5,2,1
445996226,MailShot Pro- Group Email Done Right!,9M,$3.99 ,425,4.5,Productivity,37,5,4,1
446207961,Human Anatomy Atlas – 3D Anatomical Model of the Human Body,1312M,$24.99 ,1298,4.5,Medical,38,5,7,1
446324234,欢乐斗地主•腾讯,214M,$0.00 ,403,3.5,Games,43,5,1,1
446408493,Virtual Villagers 5: New Believers,36M,$0.99 ,309,4,Games,47,0,1,1
446760220,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,507M,$13.99 ,5180,4.5,Games,45,0,1,1
447024088,自転車ナビ by NAVITIME(ナビタイム) - 自転車のナビができるアプリ,48M,$0.00 ,0,0,Navigation,37,0,1,1
447149103,Reckless Getaway,123M,$0.99 ,18259,4.5,Games,43,5,1,1
447188370,Snapchat,203M,$0.00 ,323905,2.5,Photo & Video,37,0,22,1
447313708,途牛旅游-订机票酒店，查旅行景点门票,161M,$0.00 ,51,4.5,Travel,37,0,1,1
447444215,"PDF Converter - Convert Documents, Photos to PDF",55M,$4.99 ,1294,4.5,Business,37,5,9,1
447574907,Auto Palmistry,51M,$0.00 ,5,3,Entertainment,37,4,2,1
447610616,Muffin Knight,214M,$0.99 ,9302,4.5,Games,43,5,9,1
447689011,Infinity Blade II,1344M,$0.99 ,153588,4.5,Games,40,5,16,1
447752317,Quick Scan Pro - Barcode Scanner. Deal Finder. Money Saver.,24M,$0.99 ,3837,4.5,Productivity,43,0,1,1
447791438,Sprinkle: Water splashing fire fighting fun!,34M,$1.99 ,10509,4.5,Games,43,5,1,1
447983569,Lock Photos & Video.s Vault - Passcode Protect Your Secret Photo Album & Secure Private Picture.s Folders,14M,$2.99 ,4697,4.5,Photo & Video,38,5,1,1
448142450,Truecaller - Spam Identification & Block,84M,$0.00 ,27791,4.5,Utilities,37,0,30,1
448165862,"MOMO陌陌-开启视频社交,用直播分享生活",156M,$0.00 ,1862,4,Social Networking,37,0,1,1
448474423,Couch to 5K® - Running App and Training Coach,95M,$2.99 ,3820,4.5,Health & Fitness,37,0,1,1
448639966,Pic Collage - Picture Editor & Photo Collage Maker,109M,$0.00 ,123433,5,Photo & Video,37,5,12,1
449735650,Where's My Water?,90M,$1.99 ,131656,4.5,Games,40,5,11,1
449945214,United Airlines,140M,$0.00 ,5748,2.5,Travel,37,1,1,1
450123799,Dictionary.com Premium Dictionary & Thesaurus for iPad,162M,$4.99 ,4922,4.5,Reference,24,5,9,1
450542233,Cut the Rope: Experiments,124M,$0.99 ,63272,4.5,Games,40,0,11,1
450555662,The Singing Machine Mobile Karaoke App,32M,$0.00 ,130,2.5,Music,37,1,1,1
450722833,ibis Paint X - speed painting,40M,$0.00 ,1933,4.5,Entertainment,37,5,19,1
450987651,VIBO RealMassager,4M,$0.00 ,6,3,Health & Fitness,37,0,2,1
451113455,Peggle Classic HD,179M,$0.99 ,3912,4.5,Games,26,5,5,1
451287325,Monkey Math School Sunshine,235M,$1.99 ,1092,4,Games,38,5,1,1
451584035,Conservative Talk Radio,13M,$2.99 ,2436,4.5,News,37,2,1,1
451901829,Azuki Wave,21M,$1.99 ,14,4,Entertainment,37,4,2,1
452176796,蘑菇街-网红直播搭配的购物特卖平台,144M,$0.00 ,558,5,Shopping,37,0,4,1
452186370,百度地图-智能的手机导航，公交地铁出行必备,213M,$0.00 ,1014,4,Navigation,37,0,2,1
452830319,"Smilebox Moments - Collages, Stickers, Filters, Frames & Animations",25M,$0.99 ,4510,4.5,Photo & Video,40,0,1,1
453051448,Gangstar Rio: City of Saints,1820M,$6.99 ,14724,4.5,Games,43,5,12,1
453174055,去哪儿旅行HD-总有你要的低价,2M,$0.00 ,85,3.5,Travel,26,4,1,1
453480684,咕咚-你的跑步骑行运动社区,141M,$0.00 ,160,4.5,Health & Fitness,37,0,3,1
453546382,Photon Flash Player for iPhone - Flash Video & Games plus Private Web Browser,35M,$3.99 ,4676,4,Utilities,43,0,10,1
453571750,Knots 3D,75M,$1.99 ,3196,5,Reference,37,5,19,1
453629018,Sight Recover 3D,22M,$0.99 ,1,1,Health & Fitness,43,5,4,1
453670037,Kazehakase fu-ring bank - Tokoname & Nanbu,22M,$1.99 ,0,0,Entertainment,43,0,2,1
453691481,飞猪,148M,$0.00 ,154,4,Travel,37,0,1,1
453718989,QQ HD,118M,$0.00 ,5058,3.5,Social Networking,24,5,1,1
453809428,Bon Appetit,21M,$0.00 ,750,3.5,Food & Drink,24,5,1,1
454021277,Skins Pro Creator for Minecraft,25M,$1.99 ,7943,4.5,Utilities,38,2,11,1
454086751,Flick Home Run !,27M,$0.99 ,98851,4.5,Games,38,0,1,1
454136236,STEINS;GATE,1551M,$24.99 ,16,4,Games,37,0,1,1
454316134,Sonic CD,197M,$0.00 ,16358,4,Games,37,3,1,1
454638411,Messenger,275M,$0.00 ,351466,3,Social Networking,37,1,33,1
454781476,Zombieville USA 2,175M,$0.99 ,79683,4.5,Games,40,3,1,1
454802329,F18 Carrier Landing,168M,$5.99 ,4656,4.5,Games,37,5,11,1
454958810,Flick Champions HD,117M,$1.99 ,7289,4.5,Games,37,5,1,1
454988262,Programme TV Télé Loisirs,81M,$0.00 ,23,3.5,Entertainment,37,5,4,1
455256615,White Tiles 2 : Piano Master ( Don't Hit The White Tiles 4 ) - Free Music Game,31M,$0.00 ,60,4,Games,40,4,5,1
455612214,Flashlight ◎,37M,$0.00 ,24744,4.5,Business,40,4,11,1
455650341,Real Steel,968M,$0.99 ,24880,4.5,Games,38,5,8,1
455826958,Pinball Arcade Plus,111M,$0.99 ,3716,4,Games,37,1,1,1
456229650,QQ游戏大厅HD,20M,$0.00 ,338,3.5,Entertainment,26,5,1,1
456355158,Doodle Jump FREE - BE WARNED: Insanely addictive,63M,$0.00 ,28153,4,Games,37,0,1,1
456726080,Pearson eText for Schools,21M,$0.00 ,609,2.5,Education,24,5,8,1
457446957,Jetpack Joyride,108M,$0.00 ,405647,4.5,Games,38,5,3,1
457517348,FotoRus -Camera & Photo Editor & Pic Collage Maker,119M,$0.00 ,32558,5,Photo & Video,38,5,3,1
457561360,Catholic Bible,103M,$1.99 ,999,4.5,Reference,37,5,15,1
457687954,Doodle Jump HD,164M,$2.99 ,8580,4.5,Games,24,5,1,1
457876088,ASOS,141M,$0.00 ,9725,5,Shopping,37,5,6,1
458225159,"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast",27M,$1.99 ,15809,5,Weather,38,5,1,1
458272450,eHarmony™ Dating App - Meet Singles,102M,$0.00 ,11124,2.5,Social Networking,37,0,1,1
458318329,腾讯视频-欢乐颂2全网首播,112M,$0.00 ,613,4,Entertainment,38,0,1,1
458535809,Calculator ∞,80M,$2.99 ,1138,4.5,Education,37,5,15,1
458587755,搜狐视频-欢乐颂2 全网首播,109M,$0.00 ,774,4.5,Entertainment,38,0,1,1
458813562,"Abby Monkey® Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.▫ TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",71M,$2.99 ,358,3.5,Games,40,5,1,1
459023164,唯品会 HD 全球精选，正品特卖,106M,$0.00 ,68,4,Shopping,24,5,1,1
459035295,Top Eleven 2017 - Be a Soccer Manager,144M,$0.00 ,14104,4.5,Games,38,5,28,1
459189186,Machinarium,258M,$4.99 ,7919,4.5,Games,37,5,14,1
459313476,Tenuto,13M,$3.99 ,562,5,Music,37,5,1,1
459660048,STREET FIGHTER II COLLECTION,196M,$3.99 ,242,4,Games,43,0,1,1
460177396,Twitch,79M,$0.00 ,109549,4.5,Entertainment,37,5,26,1
460494135,Watch TNT,138M,$0.00 ,6856,2,Entertainment,37,4,1,1
460712294,Kids Doodle - Movie Kids Color & Draw,21M,$0.00 ,8025,4.5,Games,37,5,8,1
461123279,Written Legends: Nightmare at Sea HD (Full),248M,$4.99 ,234,4.5,Games,26,5,6,1
461218759,"Drum Beats+ (Rhythm Metronome, Loops & Grooves Machine)",385M,$3.99 ,879,4.5,Music,38,5,1,1
461390784,Real Fishing 3D,184M,$1.99 ,880,3.5,Games,40,5,1,1
461504587,Trello,140M,$0.00 ,2793,4.5,Productivity,37,5,21,1
461703208,高德地图（精准专业的手机地图）,166M,$0.00 ,1040,4.5,Navigation,38,0,1,1
462125072,广东移动手机营业厅-话费流量一手掌握，专属优惠定期发放,30M,$0.00 ,33,3.5,Utilities,38,0,1,1
462134755,Puppet Pals HD Director's Pass,103M,$3.99 ,54,4,Education,24,4,1,1
462155908,Fisheye Lens - Retro Style Fisheye Camera,7M,$1.99 ,2485,4.5,Photo & Video,40,4,6,1
462397814,Waking Mars,337M,$4.99 ,2101,4.5,Games,37,5,2,1
462638897,Fitbit,132M,$0.00 ,90496,4,Health & Fitness,37,0,9,1
462780547,Watch TBS,109M,$0.00 ,4050,2,Entertainment,37,4,1,1
463142843,twinkle,17M,$2.99 ,5,4,Entertainment,37,1,1,1
463240522,HISTORY Here,23M,$0.00 ,685,4,Travel,38,0,1,1
463295925,The Official DVSA Theory Test Kit for Car Drivers,403M,$4.99 ,0,0,Education,38,0,1,1
463422433,Meitu HD,107M,$0.00 ,2150,4.5,Photo & Video,24,5,3,1
463431091,Railway Route Search,46M,$0.00 ,5,3,Navigation,37,0,1,1
463630399,PINK Nation,86M,$0.00 ,49816,4.5,Lifestyle,37,0,1,1
463869460,Ricky Carmichael's Motocross Matchup Pro,170M,$0.99 ,4498,4,Games,37,5,6,1
464235764,"Phonics Island • Early Reading, Spelling & Tracing Montessori Preschool and Kindergarten Kids Learning Adventure Games by Abby Monkey® Alphabet and Letter Sounds Reader",61M,$2.99 ,199,3.5,Education,40,5,1,1
464309202,LotteryHUB,47M,$0.00 ,2417,3,News,37,5,1,1
464352883,Infinite Campus Mobile Portal,28M,$0.00 ,2286,2.5,Education,37,1,1,1
464660903,"Perfect Image - Pic Collage Maker, Add Text to Photo, Cool Picture Editor",77M,$0.00 ,1646,4.5,Photo & Video,38,5,5,1
465092669,NHL,160M,$0.00 ,15554,3.5,Sports,37,5,1,1
465173198,Cronometer,17M,$2.99 ,210,3,Health & Fitness,37,5,1,1
465694275,Zen Pinball,68M,$0.00 ,6534,4.5,Games,38,5,1,1
466252999,Green Kitchen – healthy vegetarian recipes,407M,$3.99 ,311,4.5,Food & Drink,37,4,8,1
466710109,HB2 PLUS,56M,$0.99 ,54073,5,Games,38,5,4,1
466965151,The Sims™ FreePlay,695M,$0.00 ,446880,4.5,Games,38,5,12,1
467067151,"百度糯米-电影,美食团购",127M,$0.00 ,383,4.5,Lifestyle,37,0,2,1
467329677,Mathway - Math Problem Solver,94M,$0.00 ,1854,3.5,Education,37,5,7,1
467703220,Elmo Calls,87M,$1.99 ,1915,4,Games,38,5,1,1
467738064,"AEO|Aerie: Jeans, Dresses, Swimsuits & Bralettes",64M,$0.00 ,6408,4,Shopping,37,0,1,1
467923185,Loopy HD,26M,$3.99 ,561,4,Music,37,5,4,1
467953363,Best Hunting Times,6M,$2.99 ,123,4,Weather,38,0,1,1
468090416,SamCard Pro-card reader&business card scanner&ocr,21M,$5.99 ,875,4.5,Business,37,0,7,1
468401854,Daily Classifieds for iPhone,93M,$0.99 ,7973,4,News,37,0,5,1
468429333,Runtastic Road Bike GPS Cycling Route Tracker PRO,57M,$4.99 ,3800,4.5,Health & Fitness,37,0,15,1
468564994,Tasty Planet: Back for Seconds,31M,$2.99 ,264,4.5,Games,43,0,8,1
468566852,Tasty Planet: Back for Seconds HD,29M,$4.99 ,135,4.5,Games,26,5,8,1
468674094,Scanner911 HD Police Radio Pro,4M,$3.99 ,204,4,News,26,3,2,1
468996152,OfferUp - Buy. Sell. Simple.,73M,$0.00 ,57348,4.5,Shopping,37,0,1,1
469024771,随手记专业版 for  iPad,32M,$0.99 ,240,4.5,Finance,24,5,1,1
469284907,HP All-in-One Printer Remote,60M,$0.00 ,9819,4.5,Productivity,37,2,14,1
469337564,"Adobe Acrobat Reader: View, Create, & Convert PDFs",81M,$0.00 ,20069,4,Business,37,5,19,1
469338840,飞常准Pro-全球航班查询机票酒店预订,94M,$0.99 ,132,4,Travel,37,0,2,1
469343097,MEGA MAN X,90M,$4.99 ,3099,4.5,Games,40,5,6,1
469369175,CSR Racing,524M,$0.00 ,677247,4.5,Games,37,5,10,1
469610082,Riptide GP,41M,$0.99 ,3883,4,Games,40,4,1,1
469622080,Math Practice - Integers,2M,$0.99 ,11,4,Education,37,5,1,1
469863705,Khan Academy: you can learn anything,162M,$0.00 ,5459,4,Education,37,5,6,1
469960709,Bejeweled Blitz,91M,$0.00 ,221002,4,Games,38,5,1,1
469964520,Lloyds Bank Mobile Banking,104M,$0.00 ,17,4.5,Finance,37,0,1,1
470412139,Sleepy Hollow: Mystery Legends HD (Full),375M,$4.99 ,168,4,Games,26,5,4,1
470412147,Poshmark: Buy & Sell Fashion,58M,$0.00 ,18035,4.5,Shopping,37,5,1,1
470578793,Secret Calculator Pro - Hide photos & videos,14M,$1.99 ,2504,4.5,Photo & Video,37,0,12,1
471063940,Call of Duty: Black Ops Zombies,880M,$6.99 ,116601,4.5,Games,43,4,1,1
471341991,Infinite Flight - Flight Simulator,114M,$4.99 ,7100,4.5,Games,38,5,30,1
471347413,YouNow: Live Stream Video Chat,91M,$0.00 ,12079,3.5,Social Networking,37,5,7,1
471394851,Bandsintown Concerts,80M,$0.00 ,30845,4.5,Music,37,3,7,1
471458190,Reiner Knizia's Tigris & Euphrates,54M,$4.99 ,1777,4.5,Games,47,5,1,1
472006138,Coach's Eye - Video Analysis,81M,$4.99 ,2676,4.5,Sports,37,5,1,1
472014516,"Kohl's App: Scan, Shop, Pay and Save!",98M,$0.00 ,7174,4,Shopping,37,0,1,1
472374716,Mystic Diary: Haunted Island HD (Full),113M,$4.99 ,76,4,Games,26,5,5,1
472642407,Trial Xtreme 2,158M,$2.99 ,2254,4.5,Games,43,5,1,1
472896868,Infect Them All : Vampires,52M,$0.99 ,826,5,Games,43,5,1,1
472937654,Puffin Web Browser,66M,$0.00 ,11677,4,Utilities,37,5,28,1
473219519,Royal Trouble: Hidden Adventures HD (Full),285M,$6.99 ,1690,4.5,Games,26,5,13,1
473225145,QQ邮箱,110M,$0.00 ,281,3.5,Utilities,38,0,1,1
473596157,Haunted Halloween Escape,15M,$0.00 ,11945,4.5,Games,47,5,0,1
473917761,Sleep application,36M,$0.99 ,21,4.5,Health & Fitness,37,4,2,1
474011277,Jurassic Park: The Game 1 HD,509M,$2.99 ,1483,4,Games,40,5,1,1
474121500,planetarian - Dream of Little Star -,177M,$3.99 ,78,5,Book,43,5,2,1
474205928,The Price is Right™ Decades,310M,$0.99 ,7693,4,Games,45,0,1,1
474207297,Kids A-Z,100M,$0.00 ,2887,3.5,Education,38,5,1,1
474595631,Timeshare+,3M,$1.99 ,1,5,Finance,40,5,1,1
474679690,BTN2Go,134M,$0.00 ,1628,2,Sports,37,5,1,0
474764934,N.O.V.A. 3 - Near Orbit Vanguard Alliance,1984M,$6.99 ,13503,4.5,Games,43,5,12,1
474807486,FEMA,8M,$0.00 ,128,3,Weather,37,4,1,1
475249619,"My Macros+ Diet, Weight and Calorie Tracker",75M,$2.99 ,2334,4.5,Health & Fitness,37,5,1,1
475772902,Night Sky,596M,$0.00 ,12122,4.5,Reference,37,5,29,1
475820434,Notion,223M,$14.99 ,929,4,Music,37,5,8,1
475966832,同程旅游-中国汽车票自助周边游海外跟团订票,160M,$0.00 ,57,4,Travel,37,5,3,1
475976577,Perfect365 - Custom makeup designs and beauty tips,143M,$0.00 ,19540,4.5,Lifestyle,37,3,12,1
476312888,"Photo Lab PRO HD: frames for pictures, face sketch",101M,$4.99 ,10754,4.5,Photo & Video,37,3,10,1
476467441,Midway Arcade,120M,$0.99 ,7639,4,Games,43,3,2,1
476508724,A Charlie Brown Christmas + iMessage Sticker Pack!,121M,$5.99 ,6420,4.5,Book,37,5,1,1
476550251,SPI言語 【Study Pro】,4M,$2.99 ,0,0,Education,43,0,1,1
476553281,Toca Kitchen,61M,$2.99 ,3686,4,Education,40,5,1,1
476555713,Alarm Clock HD Free - Digital Alarm Clock Display,82M,$0.00 ,54496,4.5,Utilities,37,5,12,1
477091899,Cougar Dating & Life Style App for Mature Women,109M,$0.00 ,213,4.5,Social Networking,37,5,1,1
477120941,iDoceo - teacher's assistant gradebook and planner,112M,$11.99 ,768,4.5,Education,24,5,11,1
477128284,"Etsy: Shop Handmade, Vintage & Creative Goods",120M,$0.00 ,30434,4.5,Shopping,37,5,7,1
477537958,Microsoft OneDrive – File & photo cloud storage,207M,$0.00 ,12797,4,Productivity,37,5,30,1
477618130,Socrative Student,0M,$0.00 ,581,3,Education,40,5,1,1
477707236,Bubble Mags,20M,$0.99 ,49,4.5,Games,37,5,1,1
477891975,Train Drive ATS,124M,$3.99 ,233,4.5,Games,37,5,14,1
477927812,百度贴吧-全球最大兴趣交友社区,123M,$0.00 ,2860,4,Social Networking,37,0,1,1
478126577,Merriam-Webster Dictionary & Thesaurus,148M,$4.99 ,2843,4.5,Reference,38,4,12,1
478396998,NCAA Sports,39M,$0.00 ,636,2,Sports,37,1,1,1
478523928,Rebuild,63M,$2.99 ,4095,4.5,Games,43,5,1,1
478618165,"Chefkoch - Rezepte, Kochen, Backen & Kochbuch",34M,$0.00 ,20,4,Food & Drink,37,5,1,1
478643661,Handy Art Reference Tool,141M,$1.99 ,250,4.5,Education,37,5,1,1
478862935,Runtastic Mountain Bike Ride & Route Tracker PRO,58M,$4.99 ,1520,4.5,Health & Fitness,37,0,15,1
479067148,The Moron Test 2,17M,$0.99 ,1801,4,Entertainment,43,5,1,1
479159684,My au,50M,$0.00 ,0,0,Utilities,37,4,2,1
